train_name,route,temperature,weather,day_of_week,holiday,delay_minutes
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Sunday,No,43
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Sunday,No,43
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Sunday,Yes,14
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Sunday,No,58
Rajarata Rejini,Vavuniya - Colombo,31,Rainy,Sunday,No,49
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Sunday,No,45
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Sunday,Yes,10
Rajarata Rejini,Vavuniya - Colombo,31,Cloudy,Sunday,No,13
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Sunday,No,22
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Sunday,No,20
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Sunday,No,11
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Sunday,No,30
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Sunday,No,13
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Sunday,No,35
Rajarata Rejini,Vavuniya - Colombo,28,Rainy,Sunday,No,24
Rajarata Rejini,Vavuniya - Colombo,31,Rainy,Sunday,No,20
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Sunday,Yes,17
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Sunday,No,28
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Sunday,No,21
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Sunday,No,21
Rajarata Rejini,Vavuniya - Colombo,33,Rainy,Sunday,No,45
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Sunday,No,28
Rajarata Rejini,Vavuniya - Colombo,33,Windy,Sunday,Yes,25
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Sunday,No,26
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Sunday,No,22
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Sunday,No,27
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Sunday,No,28
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Sunday,No,43
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Sunday,No,22
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Sunday,No,20
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Sunday,No,13
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Sunday,No,39
Rajarata Rejini,Vavuniya - Colombo,32,Windy,Sunday,No,32
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Sunday,No,41
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Sunday,No,11
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Sunday,No,21
Rajarata Rejini,Vavuniya - Colombo,31,Rainy,Sunday,No,43
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Sunday,No,12
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Sunday,No,28
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Sunday,No,11
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Sunday,No,13
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Sunday,No,28
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Sunday,No,29
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Sunday,No,24
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Sunday,No,29
Samudra Devi,Maradana - Galle,34,Cloudy,Monday,No,14
Samudra Devi,Maradana - Galle,28,Rainy,Monday,No,20
Samudra Devi,Maradana - Galle,29,Sunny,Monday,No,0
Samudra Devi,Maradana - Galle,30,Sunny,Monday,No,7
Samudra Devi,Maradana - Galle,32,Sunny,Monday,No,0
Samudra Devi,Maradana - Galle,31,Rainy,Monday,No,31
Samudra Devi,Maradana - Galle,32,Rainy,Monday,No,26
Samudra Devi,Maradana - Galle,31,Cloudy,Monday,No,15
Samudra Devi,Maradana - Galle,31,Rainy,Monday,No,40
Samudra Devi,Maradana - Galle,32,Sunny,Monday,No,15
Samudra Devi,Maradana - Galle,30,Rainy,Monday,No,39
Samudra Devi,Maradana - Galle,28,Rainy,Monday,No,33
Samudra Devi,Maradana - Galle,29,Sunny,Monday,No,11
Samudra Devi,Maradana - Galle,33,Sunny,Monday,No,5
Samudra Devi,Maradana - Galle,29,Sunny,Monday,No,15
Samudra Devi,Maradana - Galle,33,Sunny,Monday,Yes,10
Samudra Devi,Maradana - Galle,33,Cloudy,Monday,Yes,3
Samudra Devi,Maradana - Galle,33,Sunny,Monday,No,1
Samudra Devi,Maradana - Galle,33,Sunny,Monday,No,4
Samudra Devi,Maradana - Galle,30,Cloudy,Monday,Yes,1
Samudra Devi,Maradana - Galle,31,Cloudy,Monday,No,2
Samudra Devi,Maradana - Galle,31,Sunny,Monday,No,2
Samudra Devi,Maradana - Galle,29,Sunny,Monday,Yes,10
Samudra Devi,Maradana - Galle,34,Cloudy,Monday,No,4
Samudra Devi,Maradana - Galle,31,Sunny,Monday,No,10
Samudra Devi,Maradana - Galle,29,Rainy,Monday,No,11
Samudra Devi,Maradana - Galle,33,Rainy,Monday,No,32
Samudra Devi,Maradana - Galle,28,Sunny,Monday,No,15
Samudra Devi,Maradana - Galle,31,Windy,Monday,No,8
Samudra Devi,Maradana - Galle,31,Windy,Monday,No,13
Samudra Devi,Maradana - Galle,29,Cloudy,Monday,No,11
Samudra Devi,Maradana - Galle,30,Rainy,Monday,No,40
Samudra Devi,Maradana - Galle,32,Rainy,Monday,No,17
Samudra Devi,Maradana - Galle,34,Cloudy,Monday,No,6
Samudra Devi,Maradana - Galle,28,Sunny,Monday,No,10
Samudra Devi,Maradana - Galle,32,Sunny,Monday,No,9
Samudra Devi,Maradana - Galle,28,Cloudy,Monday,No,9
Samudra Devi,Maradana - Galle,33,Sunny,Monday,No,4
Samudra Devi,Maradana - Galle,29,Rainy,Monday,No,28
Samudra Devi,Maradana - Galle,29,Windy,Monday,No,11
Samudra Devi,Maradana - Galle,32,Rainy,Monday,No,10
Samudra Devi,Maradana - Galle,31,Sunny,Monday,No,5
Samudra Devi,Maradana - Galle,34,Cloudy,Monday,Yes,11
Samudra Devi,Maradana - Galle,32,Sunny,Monday,No,4
Samudra Devi,Maradana - Galle,34,Cloudy,Monday,No,15
Samudra Devi,Maradana - Galle,34,Sunny,Monday,No,13
Samudra Devi,Maradana - Galle,33,Cloudy,Monday,No,9
Samudra Devi,Maradana - Galle,28,Rainy,Monday,No,35
Samudra Devi,Maradana - Galle,32,Sunny,Monday,No,0
Samudra Devi,Maradana - Galle,31,Cloudy,Monday,No,10
Samudra Devi,Maradana - Galle,30,Cloudy,Tuesday,No,14
Samudra Devi,Maradana - Galle,28,Cloudy,Tuesday,No,9
Samudra Devi,Maradana - Galle,28,Cloudy,Tuesday,No,15
Samudra Devi,Maradana - Galle,32,Cloudy,Tuesday,No,0
Samudra Devi,Maradana - Galle,32,Windy,Tuesday,No,13
Samudra Devi,Maradana - Galle,33,Sunny,Tuesday,No,14
Samudra Devi,Maradana - Galle,30,Windy,Tuesday,No,1
Samudra Devi,Maradana - Galle,32,Rainy,Tuesday,No,11
Samudra Devi,Maradana - Galle,29,Sunny,Tuesday,No,1
Samudra Devi,Maradana - Galle,34,Sunny,Tuesday,No,1
Samudra Devi,Maradana - Galle,31,Cloudy,Tuesday,No,12
Samudra Devi,Maradana - Galle,30,Sunny,Tuesday,No,13
Samudra Devi,Maradana - Galle,34,Rainy,Tuesday,No,20
Samudra Devi,Maradana - Galle,34,Sunny,Tuesday,No,3
Samudra Devi,Maradana - Galle,29,Sunny,Tuesday,No,14
Samudra Devi,Maradana - Galle,33,Sunny,Tuesday,No,9
Samudra Devi,Maradana - Galle,28,Sunny,Tuesday,Yes,6
Samudra Devi,Maradana - Galle,31,Cloudy,Tuesday,No,15
Samudra Devi,Maradana - Galle,28,Sunny,Tuesday,Yes,15
Samudra Devi,Maradana - Galle,34,Sunny,Tuesday,No,2
Samudra Devi,Maradana - Galle,32,Rainy,Tuesday,No,17
Samudra Devi,Maradana - Galle,32,Rainy,Tuesday,No,39
Samudra Devi,Maradana - Galle,29,Cloudy,Tuesday,No,1
Samudra Devi,Maradana - Galle,29,Sunny,Tuesday,No,14
Samudra Devi,Maradana - Galle,34,Rainy,Tuesday,No,38
Samudra Devi,Maradana - Galle,33,Cloudy,Tuesday,No,2
Samudra Devi,Maradana - Galle,31,Sunny,Tuesday,No,4
Samudra Devi,Maradana - Galle,34,Sunny,Tuesday,No,3
Samudra Devi,Maradana - Galle,31,Sunny,Tuesday,Yes,10
Samudra Devi,Maradana - Galle,31,Sunny,Tuesday,No,13
Samudra Devi,Maradana - Galle,31,Sunny,Tuesday,Yes,2
Samudra Devi,Maradana - Galle,28,Cloudy,Tuesday,No,3
Samudra Devi,Maradana - Galle,32,Cloudy,Tuesday,No,15
Samudra Devi,Maradana - Galle,32,Cloudy,Tuesday,No,8
Samudra Devi,Maradana - Galle,29,Sunny,Tuesday,No,11
Samudra Devi,Maradana - Galle,33,Rainy,Tuesday,No,20
Samudra Devi,Maradana - Galle,30,Cloudy,Tuesday,No,11
Samudra Devi,Maradana - Galle,32,Sunny,Tuesday,No,4
Samudra Devi,Maradana - Galle,29,Rainy,Tuesday,No,32
Samudra Devi,Maradana - Galle,31,Sunny,Tuesday,No,5
Samudra Devi,Maradana - Galle,28,Rainy,Tuesday,No,18
Samudra Devi,Maradana - Galle,34,Sunny,Tuesday,No,3
Samudra Devi,Maradana - Galle,34,Cloudy,Tuesday,No,3
Samudra Devi,Maradana - Galle,30,Sunny,Tuesday,No,3
Samudra Devi,Maradana - Galle,28,Cloudy,Tuesday,No,14
Samudra Devi,Maradana - Galle,28,Sunny,Tuesday,No,12
Samudra Devi,Maradana - Galle,33,Rainy,Tuesday,No,40
Samudra Devi,Maradana - Galle,34,Cloudy,Tuesday,No,10
Samudra Devi,Maradana - Galle,30,Cloudy,Tuesday,No,3
Samudra Devi,Maradana - Galle,31,Cloudy,Tuesday,No,5
Samudra Devi,Maradana - Galle,31,Sunny,Wednesday,No,12
Samudra Devi,Maradana - Galle,31,Cloudy,Wednesday,No,5
Samudra Devi,Maradana - Galle,33,Cloudy,Wednesday,No,2
Samudra Devi,Maradana - Galle,34,Sunny,Wednesday,Yes,9
Samudra Devi,Maradana - Galle,33,Sunny,Wednesday,No,6
Samudra Devi,Maradana - Galle,31,Cloudy,Wednesday,Yes,4
Samudra Devi,Maradana - Galle,34,Sunny,Wednesday,No,5
Samudra Devi,Maradana - Galle,33,Cloudy,Wednesday,Yes,6
Samudra Devi,Maradana - Galle,29,Cloudy,Wednesday,No,5
Samudra Devi,Maradana - Galle,28,Sunny,Wednesday,No,12
Samudra Devi,Maradana - Galle,34,Rainy,Wednesday,No,20
Samudra Devi,Maradana - Galle,31,Cloudy,Wednesday,No,1
Samudra Devi,Maradana - Galle,32,Rainy,Wednesday,No,25
Samudra Devi,Maradana - Galle,32,Sunny,Wednesday,No,11
Samudra Devi,Maradana - Galle,29,Rainy,Wednesday,No,36
Samudra Devi,Maradana - Galle,32,Sunny,Wednesday,No,4
Samudra Devi,Maradana - Galle,32,Sunny,Wednesday,Yes,9
Samudra Devi,Maradana - Galle,30,Sunny,Wednesday,No,12
Samudra Devi,Maradana - Galle,32,Cloudy,Wednesday,Yes,1
Samudra Devi,Maradana - Galle,32,Cloudy,Wednesday,No,5
Samudra Devi,Maradana - Galle,32,Cloudy,Wednesday,Yes,15
Samudra Devi,Maradana - Galle,33,Sunny,Wednesday,No,1
Samudra Devi,Maradana - Galle,30,Sunny,Wednesday,No,1
Samudra Devi,Maradana - Galle,28,Sunny,Wednesday,No,3
Samudra Devi,Maradana - Galle,28,Sunny,Wednesday,No,9
Samudra Devi,Maradana - Galle,34,Sunny,Wednesday,No,13
Samudra Devi,Maradana - Galle,31,Cloudy,Wednesday,No,4
Samudra Devi,Maradana - Galle,32,Cloudy,Wednesday,No,11
Samudra Devi,Maradana - Galle,32,Cloudy,Wednesday,No,1
Samudra Devi,Maradana - Galle,32,Rainy,Wednesday,No,10
Samudra Devi,Maradana - Galle,32,Cloudy,Wednesday,No,10
Samudra Devi,Maradana - Galle,28,Sunny,Wednesday,No,6
Samudra Devi,Maradana - Galle,34,Cloudy,Wednesday,No,13
Samudra Devi,Maradana - Galle,33,Sunny,Wednesday,No,5
Samudra Devi,Maradana - Galle,30,Cloudy,Wednesday,No,3
Samudra Devi,Maradana - Galle,32,Windy,Wednesday,No,13
Samudra Devi,Maradana - Galle,29,Cloudy,Wednesday,No,14
Samudra Devi,Maradana - Galle,32,Rainy,Wednesday,No,11
Samudra Devi,Maradana - Galle,33,Sunny,Wednesday,No,1
Samudra Devi,Maradana - Galle,33,Rainy,Wednesday,No,20
Samudra Devi,Maradana - Galle,30,Sunny,Wednesday,No,12
Samudra Devi,Maradana - Galle,29,Sunny,Wednesday,Yes,15
Samudra Devi,Maradana - Galle,28,Rainy,Wednesday,No,15
Samudra Devi,Maradana - Galle,30,Rainy,Wednesday,No,11
Samudra Devi,Maradana - Galle,28,Sunny,Wednesday,No,3
Samudra Devi,Maradana - Galle,29,Cloudy,Wednesday,No,11
Samudra Devi,Maradana - Galle,33,Cloudy,Wednesday,No,9
Samudra Devi,Maradana - Galle,30,Sunny,Wednesday,No,15
Samudra Devi,Maradana - Galle,31,Cloudy,Wednesday,No,2
Samudra Devi,Maradana - Galle,32,Sunny,Wednesday,No,2
Samudra Devi,Maradana - Galle,32,Cloudy,Thursday,No,4
Samudra Devi,Maradana - Galle,29,Rainy,Thursday,No,32
Samudra Devi,Maradana - Galle,28,Cloudy,Thursday,No,6
Samudra Devi,Maradana - Galle,34,Cloudy,Thursday,No,0
Samudra Devi,Maradana - Galle,28,Rainy,Thursday,Yes,20
Samudra Devi,Maradana - Galle,32,Sunny,Thursday,No,9
Samudra Devi,Maradana - Galle,34,Cloudy,Thursday,No,4
Samudra Devi,Maradana - Galle,32,Sunny,Thursday,No,6
Samudra Devi,Maradana - Galle,33,Windy,Thursday,No,14
Samudra Devi,Maradana - Galle,29,Sunny,Thursday,No,10
Samudra Devi,Maradana - Galle,28,Rainy,Thursday,No,22
Samudra Devi,Maradana - Galle,33,Cloudy,Thursday,No,15
Samudra Devi,Maradana - Galle,33,Sunny,Thursday,No,11
Samudra Devi,Maradana - Galle,28,Sunny,Thursday,No,13
Samudra Devi,Maradana - Galle,33,Rainy,Thursday,No,19
Samudra Devi,Maradana - Galle,33,Sunny,Thursday,No,2
Samudra Devi,Maradana - Galle,33,Sunny,Thursday,No,0
Samudra Devi,Maradana - Galle,31,Windy,Thursday,No,12
Samudra Devi,Maradana - Galle,33,Windy,Thursday,No,10
Samudra Devi,Maradana - Galle,29,Rainy,Thursday,No,29
Samudra Devi,Maradana - Galle,30,Sunny,Thursday,No,13
Samudra Devi,Maradana - Galle,34,Sunny,Thursday,No,1
Samudra Devi,Maradana - Galle,28,Sunny,Thursday,No,3
Samudra Devi,Maradana - Galle,29,Cloudy,Thursday,Yes,12
Samudra Devi,Maradana - Galle,31,Sunny,Thursday,Yes,15
Samudra Devi,Maradana - Galle,33,Sunny,Thursday,No,10
Samudra Devi,Maradana - Galle,29,Sunny,Thursday,No,7
Samudra Devi,Maradana - Galle,30,Sunny,Thursday,No,7
Samudra Devi,Maradana - Galle,32,Sunny,Thursday,No,15
Samudra Devi,Maradana - Galle,33,Sunny,Thursday,No,11
Samudra Devi,Maradana - Galle,29,Sunny,Thursday,No,9
Samudra Devi,Maradana - Galle,34,Sunny,Thursday,No,15
Samudra Devi,Maradana - Galle,30,Rainy,Thursday,No,10
Samudra Devi,Maradana - Galle,34,Rainy,Thursday,No,34
Samudra Devi,Maradana - Galle,29,Cloudy,Thursday,No,8
Samudra Devi,Maradana - Galle,29,Windy,Thursday,No,10
Samudra Devi,Maradana - Galle,28,Sunny,Thursday,No,0
Samudra Devi,Maradana - Galle,34,Sunny,Thursday,No,14
Samudra Devi,Maradana - Galle,34,Cloudy,Thursday,No,13
Samudra Devi,Maradana - Galle,32,Rainy,Thursday,No,26
Samudra Devi,Maradana - Galle,31,Rainy,Thursday,No,19
Samudra Devi,Maradana - Galle,30,Sunny,Thursday,No,15
Samudra Devi,Maradana - Galle,28,Sunny,Thursday,No,1
Samudra Devi,Maradana - Galle,34,Rainy,Thursday,No,39
Samudra Devi,Maradana - Galle,30,Sunny,Thursday,No,4
Samudra Devi,Maradana - Galle,29,Sunny,Thursday,Yes,15
Samudra Devi,Maradana - Galle,33,Sunny,Thursday,No,8
Samudra Devi,Maradana - Galle,28,Cloudy,Thursday,No,5
Samudra Devi,Maradana - Galle,31,Cloudy,Thursday,No,9
Samudra Devi,Maradana - Galle,33,Sunny,Thursday,Yes,14
Samudra Devi,Maradana - Galle,30,Cloudy,Friday,No,15
Samudra Devi,Maradana - Galle,30,Rainy,Friday,No,24
Samudra Devi,Maradana - Galle,34,Windy,Friday,No,6
Samudra Devi,Maradana - Galle,28,Sunny,Friday,No,6
Samudra Devi,Maradana - Galle,28,Rainy,Friday,Yes,11
Samudra Devi,Maradana - Galle,28,Cloudy,Friday,Yes,6
Samudra Devi,Maradana - Galle,28,Cloudy,Friday,No,15
Samudra Devi,Maradana - Galle,31,Sunny,Friday,No,10
Samudra Devi,Maradana - Galle,34,Sunny,Friday,No,5
Samudra Devi,Maradana - Galle,28,Sunny,Friday,No,10
Samudra Devi,Maradana - Galle,29,Sunny,Friday,No,6
Samudra Devi,Maradana - Galle,31,Cloudy,Friday,No,8
Samudra Devi,Maradana - Galle,32,Sunny,Friday,No,3
Samudra Devi,Maradana - Galle,31,Sunny,Friday,No,1
Samudra Devi,Maradana - Galle,34,Cloudy,Friday,Yes,6
Samudra Devi,Maradana - Galle,32,Sunny,Friday,No,2
Samudra Devi,Maradana - Galle,34,Cloudy,Friday,No,15
Samudra Devi,Maradana - Galle,29,Sunny,Friday,No,14
Samudra Devi,Maradana - Galle,28,Sunny,Friday,No,15
Samudra Devi,Maradana - Galle,30,Sunny,Friday,No,8
Samudra Devi,Maradana - Galle,34,Sunny,Friday,No,12
Samudra Devi,Maradana - Galle,29,Cloudy,Friday,No,1
Samudra Devi,Maradana - Galle,28,Cloudy,Friday,No,8
Samudra Devi,Maradana - Galle,33,Sunny,Friday,No,8
Samudra Devi,Maradana - Galle,28,Cloudy,Friday,No,7
Samudra Devi,Maradana - Galle,29,Windy,Friday,No,13
Samudra Devi,Maradana - Galle,34,Cloudy,Friday,No,5
Samudra Devi,Maradana - Galle,31,Rainy,Friday,No,22
Samudra Devi,Maradana - Galle,33,Sunny,Friday,No,1
Samudra Devi,Maradana - Galle,31,Sunny,Friday,No,3
Samudra Devi,Maradana - Galle,32,Sunny,Friday,No,15
Samudra Devi,Maradana - Galle,30,Cloudy,Friday,No,1
Samudra Devi,Maradana - Galle,28,Sunny,Friday,No,14
Samudra Devi,Maradana - Galle,33,Sunny,Friday,No,0
Samudra Devi,Maradana - Galle,32,Sunny,Friday,No,4
Samudra Devi,Maradana - Galle,30,Sunny,Friday,No,15
Samudra Devi,Maradana - Galle,33,Cloudy,Friday,No,14
Samudra Devi,Maradana - Galle,31,Cloudy,Friday,No,1
Samudra Devi,Maradana - Galle,28,Cloudy,Friday,No,0
Samudra Devi,Maradana - Galle,31,Sunny,Friday,No,15
Samudra Devi,Maradana - Galle,33,Rainy,Friday,No,35
Samudra Devi,Maradana - Galle,33,Cloudy,Friday,No,14
Samudra Devi,Maradana - Galle,29,Rainy,Friday,No,23
Samudra Devi,Maradana - Galle,32,Cloudy,Friday,No,9
Samudra Devi,Maradana - Galle,28,Cloudy,Friday,No,2
Samudra Devi,Maradana - Galle,32,Sunny,Friday,No,3
Samudra Devi,Maradana - Galle,28,Cloudy,Friday,No,8
Samudra Devi,Maradana - Galle,33,Rainy,Friday,No,38
Samudra Devi,Maradana - Galle,34,Cloudy,Friday,No,0
Samudra Devi,Maradana - Galle,34,Cloudy,Friday,No,8
Samudra Devi,Maradana - Galle,30,Sunny,Saturday,No,5
Samudra Devi,Maradana - Galle,28,Rainy,Saturday,No,17
Samudra Devi,Maradana - Galle,33,Windy,Saturday,No,19
Samudra Devi,Maradana - Galle,34,Cloudy,Saturday,No,23
Samudra Devi,Maradana - Galle,29,Cloudy,Saturday,No,10
Samudra Devi,Maradana - Galle,29,Cloudy,Saturday,No,24
Samudra Devi,Maradana - Galle,29,Cloudy,Saturday,No,10
Samudra Devi,Maradana - Galle,28,Cloudy,Saturday,No,7
Samudra Devi,Maradana - Galle,31,Rainy,Saturday,No,39
Samudra Devi,Maradana - Galle,30,Sunny,Saturday,No,12
Samudra Devi,Maradana - Galle,31,Sunny,Saturday,No,8
Samudra Devi,Maradana - Galle,33,Sunny,Saturday,No,24
Samudra Devi,Maradana - Galle,30,Rainy,Saturday,No,27
Samudra Devi,Maradana - Galle,29,Rainy,Saturday,No,19
Samudra Devi,Maradana - Galle,31,Sunny,Saturday,Yes,17
Samudra Devi,Maradana - Galle,29,Windy,Saturday,No,24
Samudra Devi,Maradana - Galle,29,Rainy,Saturday,No,39
Samudra Devi,Maradana - Galle,29,Sunny,Saturday,No,22
Samudra Devi,Maradana - Galle,28,Rainy,Saturday,No,32
Samudra Devi,Maradana - Galle,30,Cloudy,Saturday,No,9
Samudra Devi,Maradana - Galle,34,Sunny,Saturday,No,25
Samudra Devi,Maradana - Galle,32,Sunny,Saturday,No,13
Samudra Devi,Maradana - Galle,29,Rainy,Saturday,Yes,12
Samudra Devi,Maradana - Galle,34,Rainy,Saturday,No,20
Samudra Devi,Maradana - Galle,31,Sunny,Saturday,No,14
Samudra Devi,Maradana - Galle,33,Rainy,Saturday,No,23
Samudra Devi,Maradana - Galle,29,Sunny,Saturday,No,7
Samudra Devi,Maradana - Galle,34,Cloudy,Saturday,No,12
Samudra Devi,Maradana - Galle,29,Cloudy,Saturday,No,17
Samudra Devi,Maradana - Galle,31,Rainy,Saturday,No,18
Samudra Devi,Maradana - Galle,33,Windy,Saturday,No,12
Samudra Devi,Maradana - Galle,28,Sunny,Saturday,Yes,8
Samudra Devi,Maradana - Galle,30,Sunny,Saturday,No,5
Samudra Devi,Maradana - Galle,29,Cloudy,Saturday,No,14
Samudra Devi,Maradana - Galle,33,Sunny,Saturday,No,8
Samudra Devi,Maradana - Galle,32,Sunny,Saturday,No,19
Samudra Devi,Maradana - Galle,32,Cloudy,Saturday,No,24
Samudra Devi,Maradana - Galle,33,Sunny,Saturday,No,18
Samudra Devi,Maradana - Galle,33,Rainy,Saturday,No,22
Samudra Devi,Maradana - Galle,31,Cloudy,Saturday,No,20
Samudra Devi,Maradana - Galle,29,Cloudy,Saturday,No,22
Samudra Devi,Maradana - Galle,33,Rainy,Saturday,No,30
Samudra Devi,Maradana - Galle,31,Windy,Saturday,No,16
Samudra Devi,Maradana - Galle,34,Rainy,Saturday,No,14
Samudra Devi,Maradana - Galle,34,Rainy,Saturday,No,19
Samudra Devi,Maradana - Galle,28,Sunny,Saturday,No,15
Samudra Devi,Maradana - Galle,29,Sunny,Saturday,No,24
Samudra Devi,Maradana - Galle,33,Cloudy,Saturday,No,5
Samudra Devi,Maradana - Galle,32,Cloudy,Saturday,No,25
Samudra Devi,Maradana - Galle,33,Rainy,Saturday,No,12
Samudra Devi,Maradana - Galle,34,Sunny,Sunday,No,23
Samudra Devi,Maradana - Galle,32,Sunny,Sunday,No,16
Samudra Devi,Maradana - Galle,29,Cloudy,Sunday,No,12
Samudra Devi,Maradana - Galle,31,Cloudy,Sunday,No,12
Samudra Devi,Maradana - Galle,30,Cloudy,Sunday,Yes,6
Samudra Devi,Maradana - Galle,34,Cloudy,Sunday,No,22
Samudra Devi,Maradana - Galle,33,Sunny,Sunday,No,18
Samudra Devi,Maradana - Galle,30,Cloudy,Sunday,No,16
Samudra Devi,Maradana - Galle,30,Cloudy,Sunday,No,15
Samudra Devi,Maradana - Galle,31,Cloudy,Sunday,No,12
Samudra Devi,Maradana - Galle,30,Sunny,Sunday,No,22
Samudra Devi,Maradana - Galle,31,Cloudy,Sunday,No,15
Samudra Devi,Maradana - Galle,33,Rainy,Sunday,No,32
Samudra Devi,Maradana - Galle,28,Cloudy,Sunday,Yes,19
Samudra Devi,Maradana - Galle,30,Sunny,Sunday,No,12
Samudra Devi,Maradana - Galle,29,Sunny,Sunday,No,14
Samudra Devi,Maradana - Galle,32,Sunny,Sunday,No,12
Samudra Devi,Maradana - Galle,28,Sunny,Sunday,No,7
Samudra Devi,Maradana - Galle,34,Sunny,Sunday,No,7
Samudra Devi,Maradana - Galle,34,Rainy,Sunday,No,36
Samudra Devi,Maradana - Galle,34,Sunny,Sunday,No,13
Samudra Devi,Maradana - Galle,28,Sunny,Sunday,No,6
Samudra Devi,Maradana - Galle,30,Sunny,Sunday,No,24
Samudra Devi,Maradana - Galle,30,Windy,Sunday,Yes,11
Samudra Devi,Maradana - Galle,34,Windy,Sunday,No,5
Samudra Devi,Maradana - Galle,30,Rainy,Sunday,No,38
Samudra Devi,Maradana - Galle,28,Cloudy,Sunday,No,15
Samudra Devi,Maradana - Galle,32,Windy,Sunday,No,15
Samudra Devi,Maradana - Galle,30,Cloudy,Sunday,No,14
Samudra Devi,Maradana - Galle,28,Sunny,Sunday,No,7
Samudra Devi,Maradana - Galle,33,Cloudy,Sunday,No,23
Samudra Devi,Maradana - Galle,30,Cloudy,Sunday,No,21
Samudra Devi,Maradana - Galle,33,Cloudy,Sunday,No,20
Samudra Devi,Maradana - Galle,28,Cloudy,Sunday,No,23
Samudra Devi,Maradana - Galle,29,Cloudy,Sunday,No,5
Samudra Devi,Maradana - Galle,30,Sunny,Sunday,No,7
Samudra Devi,Maradana - Galle,29,Sunny,Sunday,No,15
Samudra Devi,Maradana - Galle,34,Windy,Sunday,No,11
Samudra Devi,Maradana - Galle,30,Cloudy,Sunday,No,19
Samudra Devi,Maradana - Galle,33,Windy,Sunday,No,21
Samudra Devi,Maradana - Galle,30,Sunny,Sunday,No,20
Samudra Devi,Maradana - Galle,32,Rainy,Sunday,No,12
Samudra Devi,Maradana - Galle,31,Rainy,Sunday,No,16
Samudra Devi,Maradana - Galle,32,Rainy,Sunday,No,13
Samudra Devi,Maradana - Galle,33,Sunny,Sunday,No,6
Samudra Devi,Maradana - Galle,30,Rainy,Sunday,No,25
Samudra Devi,Maradana - Galle,31,Cloudy,Sunday,No,22
Samudra Devi,Maradana - Galle,31,Cloudy,Sunday,No,11
Samudra Devi,Maradana - Galle,30,Cloudy,Sunday,No,20
Samudra Devi,Maradana - Galle,31,Rainy,Sunday,Yes,19
Samudra Devi,Galle - Maradana,32,Rainy,Monday,No,30
Samudra Devi,Galle - Maradana,33,Rainy,Monday,No,36
Samudra Devi,Galle - Maradana,31,Windy,Monday,No,3
Samudra Devi,Galle - Maradana,33,Windy,Monday,No,1
Samudra Devi,Galle - Maradana,34,Sunny,Monday,No,0
Samudra Devi,Galle - Maradana,33,Sunny,Monday,No,2
Samudra Devi,Galle - Maradana,34,Rainy,Monday,No,23
Samudra Devi,Galle - Maradana,32,Sunny,Monday,No,3
Samudra Devi,Galle - Maradana,29,Rainy,Monday,No,18
Samudra Devi,Galle - Maradana,33,Sunny,Monday,No,8
Samudra Devi,Galle - Maradana,29,Sunny,Monday,No,15
Samudra Devi,Galle - Maradana,29,Cloudy,Monday,No,13
Samudra Devi,Galle - Maradana,32,Sunny,Monday,No,11
Samudra Devi,Galle - Maradana,33,Rainy,Monday,No,13
Samudra Devi,Galle - Maradana,29,Sunny,Monday,No,3
Samudra Devi,Galle - Maradana,33,Rainy,Monday,No,16
